id,country,latitude,longitude,state
67829,Brasil,-8.065346116,-72.87094866,Acre
36042,Brasil,-8.065346116,-72.87094866,Acre
96280,Brasil,-8.065346116,-72.87094866,Acre
43114,Brasil,-8.065346116,-72.87094866,Acre
29263,Brasil,-8.065346116,-72.87094866,Acre
54258,Brasil,-8.065346116,-72.87094866,Acre
33531,Brasil,-8.065346116,-72.87094866,Acre
98197,Brasil,-8.065346116,-72.87094866,Acre
45361,Brasil,-8.065346116,-72.87094866,Acre
51257,Brasil,-8.065346116,-72.87094866,Acre
15894,Brasil,-8.065346116,-72.87094866,Acre
2662,Brasil,-8.065346116,-72.87094866,Acre
20689,Brasil,-8.065346116,-72.87094866,Acre
41717,Brasil,-8.065346116,-72.87094866,Acre
48502,Brasil,-8.065346116,-72.87094866,Acre
58346,Brasil,-8.325245103,-71.55302951,Acre
72163,Brasil,-8.325245103,-71.55302951,Acre
68464,Brasil,-8.325245103,-71.55302951,Acre
96518,Brasil,-8.325245103,-71.55302951,Acre
75517,Brasil,-8.325245103,-71.55302951,Acre
50352,Brasil,-8.325245103,-71.55302951,Acre
59932,Brasil,-8.325245103,-71.55302951,Acre
71524,Brasil,-8.325245103,-71.55302951,Acre
11988,Brasil,-9.857324143,-69.4370574,Acre
82490,Brasil,-9.857324143,-69.4370574,Acre
34614,Brasil,-9.857324143,-69.4370574,Acre
71468,Brasil,-9.857324143,-69.4370574,Acre
70799,Brasil,-9.857324143,-69.4370574,Acre
71156,Brasil,-9.857324143,-69.4370574,Acre
96795,Brasil,-9.857324143,-69.4370574,Acre
7566,Brasil,-9.857324143,-69.4370574,Acre
34875,Brasil,-9.857324143,-69.4370574,Acre
51802,Brasil,-9.857324143,-69.4370574,Acre
57959,Brasil,-9.945567619,-67.83560991,Acre
99201,Brasil,-9.945567619,-67.83560991,Acre
63581,Brasil,-9.945567619,-67.83560991,Acre
21720,Brasil,-9.945567619,-67.83560991,Acre
93498,Brasil,-9.945567619,-67.83560991,Acre
7579,Brasil,-9.945567619,-67.83560991,Acre
73971,Brasil,-9.945567619,-67.83560991,Acre
67146,Brasil,-9.945567619,-67.83560991,Acre
31976,Brasil,-9.945567619,-67.83560991,Acre
86855,Japan,35.31768384,136.767047,Aichi
76651,Japan,35.34456343,136.7828386,Aichi
94719,Japan,35.23883592,136.8374748,Aichi
45489,Japan,34.99758836,136.8526405,Aichi
44711,Japan,34.99758836,136.8526405,Aichi
51978,Japan,35.06073258,136.8742865,Aichi
45594,Japan,35.06073258,136.8742865,Aichi
12761,Japan,35.03206025,136.8772933,Aichi
29511,Japan,35.03206025,136.8772933,Aichi
80275,Japan,34.98477121,136.8893832,Aichi
14544,Japan,35.05477516,136.8899718,Aichi
5031,Japan,35.05477516,136.8899718,Aichi
68913,Japan,35.05477516,136.8899718,Aichi
73022,Japan,34.99268727,136.9092726,Aichi
38076,Japan,35.03454129,136.9149222,Aichi
12120,Japan,35.03454129,136.9149222,Aichi
83529,Japan,35.05246054,136.9174159,Aichi
51314,Japan,35.05246054,136.9174159,Aichi
47,Japan,35.16603659,136.9206655,Aichi
38886,Japan,35.16603659,136.9206655,Aichi
56237,Japan,35.06327882,136.9400082,Aichi
76104,Japan,35.06327882,136.9400082,Aichi
97982,Japan,35.06327882,136.9400082,Aichi
88508,Japan,35.06327882,136.9400082,Aichi
82979,Japan,35.06327882,136.9400082,Aichi
21739,Japan,34.97464958,136.9459425,Aichi
89853,Japan,34.97464958,136.9459425,Aichi
2059,Japan,35.0830664,136.9657866,Aichi
27161,Japan,35.02066822,136.977982,Aichi
93937,Japan,35.29777739,137.0016403,Aichi
57835,Japan,35.29777739,137.0016403,Aichi
24566,Japan,35.29777739,137.0016403,Aichi
18336,Japan,34.96226727,137.0049315,Aichi
65678,Japan,34.96226727,137.0049315,Aichi
42590,Japan,35.07208199,137.0265393,Aichi
31266,Japan,35.07208199,137.0265393,Aichi
12788,Japan,34.94684164,137.0272689,Aichi
8918,Japan,35.09201511,137.0403616,Aichi
98404,Japan,35.09201511,137.0403616,Aichi
36728,Japan,35.09201511,137.0403616,Aichi
63496,Japan,35.14878611,137.0411971,Aichi
66689,Japan,35.14878611,137.0411971,Aichi
53429,Japan,35.25001279,137.0438122,Aichi
63405,Japan,35.25001279,137.0438122,Aichi
43628,Japan,35.17350478,137.065261,Aichi
1206,Japan,35.10907134,137.0740257,Aichi
72003,Japan,35.10907134,137.0740257,Aichi
72017,Japan,35.10907134,137.0740257,Aichi
50139,Japan,35.13649713,137.0770319,Aichi
62651,Japan,34.99877499,137.0968981,Aichi
10034,Japan,34.99877499,137.0968981,Aichi
33014,Japan,34.99877499,137.0968981,Aichi
34794,Japan,34.71371873,137.3230736,Aichi
31499,Japan,34.74574607,137.3385786,Aichi
81162,Japan,34.74574607,137.3385786,Aichi
72090,Japan,40.21887939,140.8412719,Akita
44528,Japan,40.21887939,140.8412719,Akita
21240,Japan,40.21887939,140.8412719,Akita
17453,United States,30.68053087,-88.29475118,Alabama
62219,United States,30.68053087,-88.29475118,Alabama
52873,United States,30.62895862,-88.28239545,Alabama
1139,United States,30.62895862,-88.28239545,Alabama
80498,United States,30.62895862,-88.28239545,Alabama
62223,United States,30.62895862,-88.28239545,Alabama
43067,United States,30.62895862,-88.28239545,Alabama
33565,United States,30.62895862,-88.28239545,Alabama
3292,United States,30.50961582,-88.17201071,Alabama
43507,United States,30.66140191,-88.16291857,Alabama
35807,United States,30.66140191,-88.16291857,Alabama
17816,United States,30.60377558,-88.08849517,Alabama
49514,United States,30.60377558,-88.08849517,Alabama
74566,United States,30.60377558,-88.08849517,Alabama
33824,United States,30.60377558,-88.08849517,Alabama
61550,United States,30.60377558,-88.08849517,Alabama
75793,United States,30.60377558,-88.08849517,Alabama
84520,United States,30.60377558,-88.08849517,Alabama
513,United States,30.48318052,-87.86514395,Alabama
89136,United States,30.48318052,-87.86514395,Alabama
94563,United States,30.61363151,-87.86307516,Alabama
90734,United States,30.61363151,-87.86307516,Alabama
91899,United States,30.61363151,-87.86307516,Alabama
89573,United States,30.61363151,-87.86307516,Alabama
97779,United States,30.61363151,-87.86307516,Alabama
94397,United States,34.8230141,-87.66093753,Alabama
7044,United States,34.8230141,-87.66093753,Alabama
29864,United States,34.8230141,-87.66093753,Alabama
61971,United States,34.8230141,-87.66093753,Alabama
17349,United States,34.8230141,-87.66093753,Alabama
99175,United States,34.8230141,-87.66093753,Alabama
27948,United States,34.8230141,-87.66093753,Alabama
38318,United States,34.8230141,-87.66093753,Alabama
56299,United States,33.17860185,-87.61596952,Alabama
63108,United States,33.17860185,-87.61596952,Alabama
6060,United States,33.17860185,-87.61596952,Alabama
9611,United States,33.1150898,-87.54254028,Alabama
27020,United States,33.1150898,-87.54254028,Alabama
34511,United States,33.1150898,-87.54254028,Alabama
34008,United States,33.1150898,-87.54254028,Alabama
52990,United States,33.1150898,-87.54254028,Alabama
58580,United States,33.1150898,-87.54254028,Alabama
82641,United States,33.21527652,-87.48690437,Alabama
97470,United States,33.21527652,-87.48690437,Alabama
45461,United States,33.46591193,-87.09102079,Alabama
1663,United States,33.46591193,-87.09102079,Alabama
19369,United States,33.46591193,-87.09102079,Alabama
65454,United States,33.46591193,-87.09102079,Alabama
35546,United States,33.46591193,-87.09102079,Alabama
94568,United States,33.46591193,-87.09102079,Alabama
32352,United States,34.76923514,-87.08750053,Alabama
43229,United States,34.76923514,-87.08750053,Alabama
97965,United States,34.76923514,-87.08750053,Alabama
3667,United States,34.76923514,-87.08750053,Alabama
21801,United States,34.61337915,-87.00970929,Alabama
19570,United States,34.61337915,-87.00970929,Alabama
75050,United States,34.61337915,-87.00970929,Alabama
3396,United States,34.61337915,-87.00970929,Alabama
57670,United States,34.61337915,-87.00970929,Alabama
97635,United States,34.53739687,-86.97004542,Alabama
73173,United States,34.53739687,-86.97004542,Alabama
73037,United States,34.53739687,-86.97004542,Alabama
7426,United States,34.53739687,-86.97004542,Alabama
59858,United States,33.40304496,-86.9504251,Alabama
92551,United States,33.40304496,-86.9504251,Alabama
31837,United States,33.40304496,-86.9504251,Alabama
81098,United States,34.44218232,-86.94239098,Alabama
78111,United States,34.44218232,-86.94239098,Alabama
98781,United States,34.44218232,-86.94239098,Alabama
90239,United States,34.44218232,-86.94239098,Alabama
92480,United States,33.45149416,-86.87023996,Alabama
80623,United States,33.45149416,-86.87023996,Alabama
77709,United States,33.45149416,-86.87023996,Alabama
80483,United States,33.45149416,-86.87023996,Alabama
4871,United States,33.45149416,-86.87023996,Alabama
51741,United States,33.39770028,-86.84237209,Alabama
5877,United States,33.39770028,-86.84237209,Alabama
15370,United States,33.35683071,-86.82021855,Alabama
99472,United States,33.35683071,-86.82021855,Alabama
35505,United States,33.46517505,-86.81156063,Alabama
50056,United States,33.46517505,-86.81156063,Alabama
33715,United States,33.46517505,-86.81156063,Alabama
51246,United States,33.21929346,-86.7948295,Alabama
24231,United States,33.21929346,-86.7948295,Alabama
82494,United States,33.42129713,-86.78733086,Alabama
3597,United States,33.42129713,-86.78733086,Alabama
69803,United States,33.42129713,-86.78733086,Alabama
33931,United States,33.42129713,-86.78733086,Alabama
66246,United States,33.42129713,-86.78733086,Alabama
87841,United States,34.82383065,-86.75350536,Alabama
40033,United States,34.82383065,-86.75350536,Alabama
40458,United States,34.82383065,-86.75350536,Alabama
48964,United States,34.82383065,-86.75350536,Alabama
12070,United States,34.82383065,-86.75350536,Alabama
3600,United States,34.71349153,-86.74450348,Alabama
81616,United States,34.71349153,-86.74450348,Alabama
12331,United States,34.71349153,-86.74450348,Alabama
18916,United States,34.71349153,-86.74450348,Alabama
40295,United States,33.649332,-86.70372205,Alabama
20371,United States,33.649332,-86.70372205,Alabama
69685,United States,33.649332,-86.70372205,Alabama
34930,United States,33.41974023,-86.67387901,Alabama
9209,United States,33.41974023,-86.67387901,Alabama
7399,United States,33.41974023,-86.67387901,Alabama
51538,United States,33.41974023,-86.67387901,Alabama
15882,United States,33.41974023,-86.67387901,Alabama
69168,United States,33.41974023,-86.67387901,Alabama
98932,United States,33.41974023,-86.67387901,Alabama
49071,United States,33.41974023,-86.67387901,Alabama
17690,United States,33.41974023,-86.67387901,Alabama
30318,United States,33.41974023,-86.67387901,Alabama
28692,United States,34.70162622,-86.62154422,Alabama
17913,United States,34.80013855,-86.60404855,Alabama
5945,United States,34.80013855,-86.60404855,Alabama
74389,United States,34.80013855,-86.60404855,Alabama
35417,United States,34.80013855,-86.60404855,Alabama
39366,United States,34.80013855,-86.60404855,Alabama
38162,United States,34.80013855,-86.60404855,Alabama
12038,United States,32.51031124,-86.57345556,Alabama
62391,United States,32.51031124,-86.57345556,Alabama
62834,United States,32.51031124,-86.57345556,Alabama
20171,United States,32.51031124,-86.57345556,Alabama
67173,United States,32.51031124,-86.57345556,Alabama
76916,United States,32.51031124,-86.57345556,Alabama
93397,United States,32.51031124,-86.57345556,Alabama
84787,United States,32.51031124,-86.57345556,Alabama
73629,United States,33.64934318,-86.5644249,Alabama
37170,United States,33.64934318,-86.5644249,Alabama
56966,United States,33.64934318,-86.5644249,Alabama
34221,United States,33.64934318,-86.5644249,Alabama
63507,United States,34.6705235,-86.55839831,Alabama
12340,United States,34.6705235,-86.55839831,Alabama
92250,United States,34.72596807,-86.55401821,Alabama
44430,United States,34.72596807,-86.55401821,Alabama
85524,United States,34.72596807,-86.55401821,Alabama
30254,United States,34.72596807,-86.55401821,Alabama
37350,United States,34.72596807,-86.55401821,Alabama
20202,United States,34.57200049,-86.53103376,Alabama
17011,United States,34.57200049,-86.53103376,Alabama
78241,United States,34.57200049,-86.53103376,Alabama
1860,United States,34.79750418,-86.50629926,Alabama
74678,United States,34.79750418,-86.50629926,Alabama
94212,United States,34.79750418,-86.50629926,Alabama
75189,United States,32.3883487,-86.24018189,Alabama
86624,United States,32.3883487,-86.24018189,Alabama
95224,United States,32.3883487,-86.24018189,Alabama
19308,United States,32.27384604,-86.21682948,Alabama
50048,United States,32.27384604,-86.21682948,Alabama
94516,United States,32.27384604,-86.21682948,Alabama
18216,United States,32.27384604,-86.21682948,Alabama
8854,United States,32.27384604,-86.21682948,Alabama
42658,United States,32.27384604,-86.21682948,Alabama
66088,United States,32.27384604,-86.21682948,Alabama
28923,United States,32.27384604,-86.21682948,Alabama
54046,United States,32.27384604,-86.21682948,Alabama
95335,United States,32.37757019,-86.14394477,Alabama
68682,United States,33.36698997,-86.09699412,Alabama
57204,United States,33.36698997,-86.09699412,Alabama
75879,United States,33.36698997,-86.09699412,Alabama
85868,United States,31.32302754,-85.84941899,Alabama
58022,United States,31.32302754,-85.84941899,Alabama
42446,United States,31.32302754,-85.84941899,Alabama
47300,United States,31.32302754,-85.84941899,Alabama
23972,United States,31.32302754,-85.84941899,Alabama
79899,United States,32.59645172,-85.5852565,Alabama
48791,United States,32.49711846,-85.48309708,Alabama
64838,United States,32.49711846,-85.48309708,Alabama
35154,United States,31.14297987,-85.40193755,Alabama
28643,United States,31.14297987,-85.40193755,Alabama
41575,United States,32.69974898,-85.39264715,Alabama
34591,United States,32.69974898,-85.39264715,Alabama
41925,United States,32.69974898,-85.39264715,Alabama
62566,United States,32.69974898,-85.39264715,Alabama
99536,United States,31.26334993,-85.3911132,Alabama
48522,United States,31.26334993,-85.3911132,Alabama
30111,United States,31.26334993,-85.3911132,Alabama
48624,Brasil,-9.399166826,-38.04987492,Alagoas
39225,Brasil,-9.399166826,-38.04987492,Alagoas
38119,Brasil,-9.399166826,-38.04987492,Alagoas
80978,Brasil,-9.399166826,-38.04987492,Alagoas
7823,Brasil,-9.399166826,-38.04987492,Alagoas
2696,Brasil,-9.399166826,-38.04987492,Alagoas
82264,Brasil,-9.399166826,-38.04987492,Alagoas
78390,Brasil,-9.399166826,-38.04987492,Alagoas
52224,Brasil,-9.399166826,-38.04987492,Alagoas
86561,Brasil,-9.399166826,-38.04987492,Alagoas
98690,Brasil,-9.399166826,-38.04987492,Alagoas
23141,Brasil,-9.531928628,-37.49498126,Alagoas
40303,Brasil,-9.531928628,-37.49498126,Alagoas
48928,Brasil,-9.531928628,-37.49498126,Alagoas
5453,Brasil,-9.531928628,-37.49498126,Alagoas
16914,Brasil,-9.531928628,-37.49498126,Alagoas
99759,Brasil,-9.531928628,-37.49498126,Alagoas
40009,Brasil,-9.531928628,-37.49498126,Alagoas
42830,Brasil,-9.531928628,-37.49498126,Alagoas
37977,Brasil,-9.531928628,-37.49498126,Alagoas
57091,Brasil,-9.531928628,-37.49498126,Alagoas
40906,Brasil,-9.35840959,-37.210821,Alagoas
59247,Brasil,-9.35840959,-37.210821,Alagoas
48489,Brasil,-9.35840959,-37.210821,Alagoas
76601,Brasil,-9.35840959,-37.210821,Alagoas
35124,Brasil,-9.35840959,-37.210821,Alagoas
53046,Brasil,-9.35840959,-37.210821,Alagoas
83916,Brasil,-9.35840959,-37.210821,Alagoas
66000,Brasil,-9.35840959,-37.210821,Alagoas
27689,Brasil,-9.35840959,-37.210821,Alagoas
93086,Brasil,-9.789232303,-36.84902335,Alagoas
63377,Brasil,-9.789232303,-36.84902335,Alagoas
97511,Brasil,-9.789232303,-36.84902335,Alagoas
20935,Brasil,-9.789232303,-36.84902335,Alagoas
78088,Brasil,-9.789232303,-36.84902335,Alagoas
35510,Brasil,-9.789232303,-36.84902335,Alagoas
97860,Brasil,-9.789232303,-36.84902335,Alagoas
65279,Brasil,-9.789232303,-36.84902335,Alagoas
26797,Brasil,-9.789232303,-36.84902335,Alagoas
27093,Brasil,-9.789232303,-36.84902335,Alagoas
99283,Brasil,-9.789232303,-36.84902335,Alagoas
7678,Brasil,-9.789232303,-36.84902335,Alagoas
27065,Brasil,-9.789232303,-36.84902335,Alagoas
20249,Brasil,-10.23130153,-36.48241565,Alagoas
89450,Brasil,-10.23130153,-36.48241565,Alagoas
62656,Brasil,-10.23130153,-36.48241565,Alagoas
95140,Brasil,-10.23130153,-36.48241565,Alagoas
84550,Brasil,-10.23130153,-36.48241565,Alagoas
24088,Brasil,-10.23130153,-36.48241565,Alagoas
74599,Brasil,-10.23130153,-36.48241565,Alagoas
62546,Brasil,-10.23130153,-36.48241565,Alagoas
31919,Brasil,-10.23130153,-36.48241565,Alagoas
5344,Brasil,-10.23130153,-36.48241565,Alagoas
95084,Brasil,-10.23130153,-36.48241565,Alagoas
18354,Brasil,-10.23130153,-36.48241565,Alagoas
42628,Brasil,-10.23130153,-36.48241565,Alagoas
81435,Brasil,-10.23130153,-36.48241565,Alagoas
66370,Brasil,-10.23130153,-36.48241565,Alagoas
76961,Brasil,-9.964312128,-36.37153621,Alagoas
97904,Brasil,-9.964312128,-36.37153621,Alagoas
88423,Brasil,-9.964312128,-36.37153621,Alagoas
19876,Brasil,-9.964312128,-36.37153621,Alagoas
99498,Brasil,-9.964312128,-36.37153621,Alagoas
48728,Brasil,-9.964312128,-36.37153621,Alagoas
75187,Brasil,-9.964312128,-36.37153621,Alagoas
78008,Brasil,-9.964312128,-36.37153621,Alagoas
84769,Brasil,-9.964312128,-36.37153621,Alagoas
51663,Brasil,-9.964312128,-36.37153621,Alagoas
79025,Brasil,-9.964312128,-36.37153621,Alagoas
90598,Brasil,-9.964312128,-36.37153621,Alagoas
98937,Brasil,-9.964312128,-36.37153621,Alagoas
41509,Brasil,-9.804009564,-36.28838215,Alagoas
11235,Brasil,-9.804009564,-36.28838215,Alagoas
80777,Brasil,-9.804009564,-36.28838215,Alagoas
22498,Brasil,-9.804009564,-36.28838215,Alagoas
88456,Brasil,-9.804009564,-36.28838215,Alagoas
24831,Brasil,-9.804009564,-36.28838215,Alagoas
69728,Brasil,-9.804009564,-36.28838215,Alagoas
65909,Brasil,-9.804009564,-36.28838215,Alagoas
71690,Brasil,-9.804009564,-36.28838215,Alagoas
88116,Brasil,-10.08503535,-36.23270508,Alagoas
12287,Brasil,-10.08503535,-36.23270508,Alagoas
78200,Brasil,-10.08503535,-36.23270508,Alagoas
63861,Brasil,-10.08503535,-36.23270508,Alagoas
16105,Brasil,-10.08503535,-36.23270508,Alagoas
3803,Brasil,-10.08503535,-36.23270508,Alagoas
74373,Brasil,-10.08503535,-36.23270508,Alagoas
76639,Brasil,-10.08503535,-36.23270508,Alagoas
83510,Brasil,-10.08503535,-36.23270508,Alagoas
37721,Brasil,-10.08503535,-36.23270508,Alagoas
7428,Brasil,-10.08503535,-36.23270508,Alagoas
29735,Brasil,-10.08503535,-36.23270508,Alagoas
88177,Brasil,-10.08503535,-36.23270508,Alagoas
94939,Brasil,-9.767301121,-36.09735538,Alagoas
49461,Brasil,-9.767301121,-36.09735538,Alagoas
71271,Brasil,-9.767301121,-36.09735538,Alagoas
12164,Brasil,-9.767301121,-36.09735538,Alagoas
36084,Brasil,-9.767301121,-36.09735538,Alagoas
17954,Brasil,-9.767301121,-36.09735538,Alagoas
29131,Brasil,-9.767301121,-36.09735538,Alagoas
24722,Brasil,-9.767301121,-36.09735538,Alagoas
68778,Brasil,-9.767301121,-36.09735538,Alagoas
6365,Brasil,-9.767301121,-36.09735538,Alagoas
69676,Brasil,-9.767301121,-36.09735538,Alagoas
85657,Brasil,-9.767301121,-36.09735538,Alagoas
38842,Brasil,-9.767301121,-36.09735538,Alagoas
47267,Brasil,-9.505329745,-36.07349688,Alagoas
30412,Brasil,-9.505329745,-36.07349688,Alagoas
7729,Brasil,-9.505329745,-36.07349688,Alagoas
7674,Brasil,-9.505329745,-36.07349688,Alagoas
81281,Brasil,-9.505329745,-36.07349688,Alagoas
92310,Brasil,-9.505329745,-36.07349688,Alagoas
91074,Brasil,-9.505329745,-36.07349688,Alagoas
19939,Brasil,-9.505329745,-36.07349688,Alagoas
